"_raw","_time","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,host,index,linecount,pid,process,punct,source,sourcetype,"splunk_server","splunk_server_group",timeendpos,timestartpos
"May  1 16:41:27 metasploitable3-ub1404 sshd[3995]: Failed password for sys from 10.0.2.5 port 58744 ssh2","2025-05-01T19:41:27.000+0300",16,1,41,may,27,thursday,2025,local,,"metasploitable3-ub1404",main,1,3995,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:27 metasploitable3-ub1404 sshd[3997]: Failed password for sys from 10.0.2.5 port 58766 ssh2","2025-05-01T19:41:27.000+0300",16,1,41,may,27,thursday,2025,local,,"metasploitable3-ub1404",main,1,3997,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:27 metasploitable3-ub1404 sshd[3996]: Failed password for sys from 10.0.2.5 port 58756 ssh2","2025-05-01T19:41:27.000+0300",16,1,41,may,27,thursday,2025,local,,"metasploitable3-ub1404",main,1,3996,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:27 metasploitable3-ub1404 sshd[3993]: Failed password for sys from 10.0.2.5 port 58728 ssh2","2025-05-01T19:41:27.000+0300",16,1,41,may,27,thursday,2025,local,,"metasploitable3-ub1404",main,1,3993,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:27 metasploitable3-ub1404 sshd[4003]: Failed password for sys from 10.0.2.5 port 58790 ssh2","2025-05-01T19:41:27.000+0300",16,1,41,may,27,thursday,2025,local,,"metasploitable3-ub1404",main,1,4003,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:27 metasploitable3-ub1404 sshd[3991]: Failed password for sys from 10.0.2.5 port 58724 ssh2","2025-05-01T19:41:27.000+0300",16,1,41,may,27,thursday,2025,local,,"metasploitable3-ub1404",main,1,3991,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:27 metasploitable3-ub1404 sshd[3987]: Failed password for sys from 10.0.2.5 port 58692 ssh2","2025-05-01T19:41:27.000+0300",16,1,41,may,27,thursday,2025,local,,"metasploitable3-ub1404",main,1,3987,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:27 metasploitable3-ub1404 sshd[3985]: Failed password for sys from 10.0.2.5 port 58680 ssh2","2025-05-01T19:41:27.000+0300",16,1,41,may,27,thursday,2025,local,,"metasploitable3-ub1404",main,1,3985,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:27 metasploitable3-ub1404 sshd[3989]: Failed password for sys from 10.0.2.5 port 58700 ssh2","2025-05-01T19:41:27.000+0300",16,1,41,may,27,thursday,2025,local,,"metasploitable3-ub1404",main,1,3989,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:25 metasploitable3-ub1404 sshd[4001]: Failed password for sys from 10.0.2.5 port 58786 ssh2","2025-05-01T19:41:25.000+0300",16,1,41,may,25,thursday,2025,local,,"metasploitable3-ub1404",main,1,4001,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:25 metasploitable3-ub1404 sshd[3995]: Failed password for sys from 10.0.2.5 port 58744 ssh2","2025-05-01T19:41:25.000+0300",16,1,41,may,25,thursday,2025,local,,"metasploitable3-ub1404",main,1,3995,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:25 metasploitable3-ub1404 sshd[3997]: Failed password for sys from 10.0.2.5 port 58766 ssh2","2025-05-01T19:41:25.000+0300",16,1,41,may,25,thursday,2025,local,,"metasploitable3-ub1404",main,1,3997,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:25 metasploitable3-ub1404 sshd[3996]: Failed password for sys from 10.0.2.5 port 58756 ssh2","2025-05-01T19:41:25.000+0300",16,1,41,may,25,thursday,2025,local,,"metasploitable3-ub1404",main,1,3996,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:25 metasploitable3-ub1404 sshd[3993]: Failed password for sys from 10.0.2.5 port 58728 ssh2","2025-05-01T19:41:25.000+0300",16,1,41,may,25,thursday,2025,local,,"metasploitable3-ub1404",main,1,3993,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:25 metasploitable3-ub1404 sshd[4003]: Failed password for sys from 10.0.2.5 port 58790 ssh2","2025-05-01T19:41:25.000+0300",16,1,41,may,25,thursday,2025,local,,"metasploitable3-ub1404",main,1,4003,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:25 metasploitable3-ub1404 sshd[3991]: Failed password for sys from 10.0.2.5 port 58724 ssh2","2025-05-01T19:41:25.000+0300",16,1,41,may,25,thursday,2025,local,,"metasploitable3-ub1404",main,1,3991,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:25 metasploitable3-ub1404 sshd[3987]: Failed password for sys from 10.0.2.5 port 58692 ssh2","2025-05-01T19:41:25.000+0300",16,1,41,may,25,thursday,2025,local,,"metasploitable3-ub1404",main,1,3987,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:25 metasploitable3-ub1404 sshd[3985]: Failed password for sys from 10.0.2.5 port 58680 ssh2","2025-05-01T19:41:25.000+0300",16,1,41,may,25,thursday,2025,local,,"metasploitable3-ub1404",main,1,3985,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:25 metasploitable3-ub1404 sshd[3989]: Failed password for sys from 10.0.2.5 port 58700 ssh2","2025-05-01T19:41:25.000+0300",16,1,41,may,25,thursday,2025,local,,"metasploitable3-ub1404",main,1,3989,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:23 metasploitable3-ub1404 sshd[4001]: Failed password for sys from 10.0.2.5 port 58786 ssh2","2025-05-01T19:41:23.000+0300",16,1,41,may,23,thursday,2025,local,,"metasploitable3-ub1404",main,1,4001,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:23 metasploitable3-ub1404 sshd[3995]: Failed password for sys from 10.0.2.5 port 58744 ssh2","2025-05-01T19:41:23.000+0300",16,1,41,may,23,thursday,2025,local,,"metasploitable3-ub1404",main,1,3995,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:23 metasploitable3-ub1404 sshd[3997]: Failed password for sys from 10.0.2.5 port 58766 ssh2","2025-05-01T19:41:23.000+0300",16,1,41,may,23,thursday,2025,local,,"metasploitable3-ub1404",main,1,3997,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:23 metasploitable3-ub1404 sshd[3996]: Failed password for sys from 10.0.2.5 port 58756 ssh2","2025-05-01T19:41:23.000+0300",16,1,41,may,23,thursday,2025,local,,"metasploitable3-ub1404",main,1,3996,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:23 metasploitable3-ub1404 sshd[3993]: Failed password for sys from 10.0.2.5 port 58728 ssh2","2025-05-01T19:41:23.000+0300",16,1,41,may,23,thursday,2025,local,,"metasploitable3-ub1404",main,1,3993,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:23 metasploitable3-ub1404 sshd[4003]: Failed password for sys from 10.0.2.5 port 58790 ssh2","2025-05-01T19:41:23.000+0300",16,1,41,may,23,thursday,2025,local,,"metasploitable3-ub1404",main,1,4003,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:23 metasploitable3-ub1404 sshd[3991]: Failed password for sys from 10.0.2.5 port 58724 ssh2","2025-05-01T19:41:23.000+0300",16,1,41,may,23,thursday,2025,local,,"metasploitable3-ub1404",main,1,3991,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:23 metasploitable3-ub1404 sshd[3987]: Failed password for sys from 10.0.2.5 port 58692 ssh2","2025-05-01T19:41:23.000+0300",16,1,41,may,23,thursday,2025,local,,"metasploitable3-ub1404",main,1,3987,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:23 metasploitable3-ub1404 sshd[3985]: Failed password for sys from 10.0.2.5 port 58680 ssh2","2025-05-01T19:41:23.000+0300",16,1,41,may,23,thursday,2025,local,,"metasploitable3-ub1404",main,1,3985,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:23 metasploitable3-ub1404 sshd[3989]: Failed password for sys from 10.0.2.5 port 58700 ssh2","2025-05-01T19:41:23.000+0300",16,1,41,may,23,thursday,2025,local,,"metasploitable3-ub1404",main,1,3989,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:21 metasploitable3-ub1404 sshd[4001]: Failed password for sys from 10.0.2.5 port 58786 ssh2","2025-05-01T19:41:21.000+0300",16,1,41,may,21,thursday,2025,local,,"metasploitable3-ub1404",main,1,4001,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:21 metasploitable3-ub1404 sshd[3995]: Failed password for sys from 10.0.2.5 port 58744 ssh2","2025-05-01T19:41:21.000+0300",16,1,41,may,21,thursday,2025,local,,"metasploitable3-ub1404",main,1,3995,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:21 metasploitable3-ub1404 sshd[3997]: Failed password for sys from 10.0.2.5 port 58766 ssh2","2025-05-01T19:41:21.000+0300",16,1,41,may,21,thursday,2025,local,,"metasploitable3-ub1404",main,1,3997,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:21 metasploitable3-ub1404 sshd[3996]: Failed password for sys from 10.0.2.5 port 58756 ssh2","2025-05-01T19:41:21.000+0300",16,1,41,may,21,thursday,2025,local,,"metasploitable3-ub1404",main,1,3996,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:21 metasploitable3-ub1404 sshd[3993]: Failed password for sys from 10.0.2.5 port 58728 ssh2","2025-05-01T19:41:21.000+0300",16,1,41,may,21,thursday,2025,local,,"metasploitable3-ub1404",main,1,3993,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:21 metasploitable3-ub1404 sshd[4003]: Failed password for sys from 10.0.2.5 port 58790 ssh2","2025-05-01T19:41:21.000+0300",16,1,41,may,21,thursday,2025,local,,"metasploitable3-ub1404",main,1,4003,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:21 metasploitable3-ub1404 sshd[3991]: Failed password for sys from 10.0.2.5 port 58724 ssh2","2025-05-01T19:41:21.000+0300",16,1,41,may,21,thursday,2025,local,,"metasploitable3-ub1404",main,1,3991,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:21 metasploitable3-ub1404 sshd[3987]: Failed password for sys from 10.0.2.5 port 58692 ssh2","2025-05-01T19:41:21.000+0300",16,1,41,may,21,thursday,2025,local,,"metasploitable3-ub1404",main,1,3987,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:21 metasploitable3-ub1404 sshd[3985]: Failed password for sys from 10.0.2.5 port 58680 ssh2","2025-05-01T19:41:21.000+0300",16,1,41,may,21,thursday,2025,local,,"metasploitable3-ub1404",main,1,3985,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:21 metasploitable3-ub1404 sshd[3989]: Failed password for sys from 10.0.2.5 port 58700 ssh2","2025-05-01T19:41:21.000+0300",16,1,41,may,21,thursday,2025,local,,"metasploitable3-ub1404",main,1,3989,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:20 metasploitable3-ub1404 sshd[4001]: Failed password for sys from 10.0.2.5 port 58786 ssh2","2025-05-01T19:41:20.000+0300",16,1,41,may,20,thursday,2025,local,,"metasploitable3-ub1404",main,1,4001,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:19 metasploitable3-ub1404 sshd[3995]: Failed password for sys from 10.0.2.5 port 58744 ssh2","2025-05-01T19:41:19.000+0300",16,1,41,may,19,thursday,2025,local,,"metasploitable3-ub1404",main,1,3995,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:19 metasploitable3-ub1404 sshd[3997]: Failed password for sys from 10.0.2.5 port 58766 ssh2","2025-05-01T19:41:19.000+0300",16,1,41,may,19,thursday,2025,local,,"metasploitable3-ub1404",main,1,3997,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:19 metasploitable3-ub1404 sshd[3996]: Failed password for sys from 10.0.2.5 port 58756 ssh2","2025-05-01T19:41:19.000+0300",16,1,41,may,19,thursday,2025,local,,"metasploitable3-ub1404",main,1,3996,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:19 metasploitable3-ub1404 sshd[3993]: Failed password for sys from 10.0.2.5 port 58728 ssh2","2025-05-01T19:41:19.000+0300",16,1,41,may,19,thursday,2025,local,,"metasploitable3-ub1404",main,1,3993,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:19 metasploitable3-ub1404 sshd[3991]: Failed password for sys from 10.0.2.5 port 58724 ssh2","2025-05-01T19:41:19.000+0300",16,1,41,may,19,thursday,2025,local,,"metasploitable3-ub1404",main,1,3991,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:19 metasploitable3-ub1404 sshd[3987]: Failed password for sys from 10.0.2.5 port 58692 ssh2","2025-05-01T19:41:19.000+0300",16,1,41,may,19,thursday,2025,local,,"metasploitable3-ub1404",main,1,3987,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:19 metasploitable3-ub1404 sshd[3983]: Failed password for sys from 10.0.2.5 port 45794 ssh2","2025-05-01T19:41:19.000+0300",16,1,41,may,19,thursday,2025,local,,"metasploitable3-ub1404",main,1,3983,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:19 metasploitable3-ub1404 sshd[3985]: Failed password for sys from 10.0.2.5 port 58680 ssh2","2025-05-01T19:41:19.000+0300",16,1,41,may,19,thursday,2025,local,,"metasploitable3-ub1404",main,1,3985,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:19 metasploitable3-ub1404 sshd[3989]: Failed password for sys from 10.0.2.5 port 58700 ssh2","2025-05-01T19:41:19.000+0300",16,1,41,may,19,thursday,2025,local,,"metasploitable3-ub1404",main,1,3989,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:18 metasploitable3-ub1404 sshd[3981]: Failed password for sys from 10.0.2.5 port 45790 ssh2","2025-05-01T19:41:18.000+0300",16,1,41,may,18,thursday,2025,local,,"metasploitable3-ub1404",main,1,3981,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:18 metasploitable3-ub1404 sshd[3976]: Failed password for sys from 10.0.2.5 port 60264 ssh2","2025-05-01T19:41:18.000+0300",16,1,41,may,18,thursday,2025,local,,"metasploitable3-ub1404",main,1,3976,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:18 metasploitable3-ub1404 sshd[3978]: Failed password for sys from 10.0.2.5 port 60270 ssh2","2025-05-01T19:41:18.000+0300",16,1,41,may,18,thursday,2025,local,,"metasploitable3-ub1404",main,1,3978,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:18 metasploitable3-ub1404 sshd[3985]: Failed password for sys from 10.0.2.5 port 58680 ssh2","2025-05-01T19:41:18.000+0300",16,1,41,may,18,thursday,2025,local,,"metasploitable3-ub1404",main,1,3985,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:18 metasploitable3-ub1404 sshd[3974]: Failed password for sys from 10.0.2.5 port 60244 ssh2","2025-05-01T19:41:18.000+0300",16,1,41,may,18,thursday,2025,local,,"metasploitable3-ub1404",main,1,3974,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:18 metasploitable3-ub1404 sshd[3973]: Failed password for sys from 10.0.2.5 port 60242 ssh2","2025-05-01T19:41:18.000+0300",16,1,41,may,18,thursday,2025,local,,"metasploitable3-ub1404",main,1,3973,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:18 metasploitable3-ub1404 sshd[3971]: Failed password for sys from 10.0.2.5 port 60228 ssh2","2025-05-01T19:41:18.000+0300",16,1,41,may,18,thursday,2025,local,,"metasploitable3-ub1404",main,1,3971,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:17 metasploitable3-ub1404 sshd[3983]: Failed password for sys from 10.0.2.5 port 45794 ssh2","2025-05-01T19:41:17.000+0300",16,1,41,may,17,thursday,2025,local,,"metasploitable3-ub1404",main,1,3983,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:17 metasploitable3-ub1404 sshd[3969]: Failed password for sys from 10.0.2.5 port 60218 ssh2","2025-05-01T19:41:17.000+0300",16,1,41,may,17,thursday,2025,local,,"metasploitable3-ub1404",main,1,3969,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:17 metasploitable3-ub1404 sshd[3967]: Failed password for sys from 10.0.2.5 port 60212 ssh2","2025-05-01T19:41:17.000+0300",16,1,41,may,17,thursday,2025,local,,"metasploitable3-ub1404",main,1,3967,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:15 metasploitable3-ub1404 sshd[3981]: Failed password for sys from 10.0.2.5 port 45790 ssh2","2025-05-01T19:41:15.000+0300",16,1,41,may,15,thursday,2025,local,,"metasploitable3-ub1404",main,1,3981,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:15 metasploitable3-ub1404 sshd[3976]: Failed password for sys from 10.0.2.5 port 60264 ssh2","2025-05-01T19:41:15.000+0300",16,1,41,may,15,thursday,2025,local,,"metasploitable3-ub1404",main,1,3976,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:15 metasploitable3-ub1404 sshd[3978]: Failed password for sys from 10.0.2.5 port 60270 ssh2","2025-05-01T19:41:15.000+0300",16,1,41,may,15,thursday,2025,local,,"metasploitable3-ub1404",main,1,3978,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:15 metasploitable3-ub1404 sshd[3974]: Failed password for sys from 10.0.2.5 port 60244 ssh2","2025-05-01T19:41:15.000+0300",16,1,41,may,15,thursday,2025,local,,"metasploitable3-ub1404",main,1,3974,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:15 metasploitable3-ub1404 sshd[3973]: Failed password for sys from 10.0.2.5 port 60242 ssh2","2025-05-01T19:41:15.000+0300",16,1,41,may,15,thursday,2025,local,,"metasploitable3-ub1404",main,1,3973,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:15 metasploitable3-ub1404 sshd[3971]: Failed password for sys from 10.0.2.5 port 60228 ssh2","2025-05-01T19:41:15.000+0300",16,1,41,may,15,thursday,2025,local,,"metasploitable3-ub1404",main,1,3971,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:15 metasploitable3-ub1404 sshd[3965]: Failed password for sys from 10.0.2.5 port 60200 ssh2","2025-05-01T19:41:15.000+0300",16,1,41,may,15,thursday,2025,local,,"metasploitable3-ub1404",main,1,3965,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:15 metasploitable3-ub1404 sshd[3983]: Failed password for sys from 10.0.2.5 port 45794 ssh2","2025-05-01T19:41:15.000+0300",16,1,41,may,15,thursday,2025,local,,"metasploitable3-ub1404",main,1,3983,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:15 metasploitable3-ub1404 sshd[3969]: Failed password for sys from 10.0.2.5 port 60218 ssh2","2025-05-01T19:41:15.000+0300",16,1,41,may,15,thursday,2025,local,,"metasploitable3-ub1404",main,1,3969,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:15 metasploitable3-ub1404 sshd[3967]: Failed password for sys from 10.0.2.5 port 60212 ssh2","2025-05-01T19:41:15.000+0300",16,1,41,may,15,thursday,2025,local,,"metasploitable3-ub1404",main,1,3967,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:13 metasploitable3-ub1404 sshd[3981]: Failed password for sys from 10.0.2.5 port 45790 ssh2","2025-05-01T19:41:13.000+0300",16,1,41,may,13,thursday,2025,local,,"metasploitable3-ub1404",main,1,3981,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:13 metasploitable3-ub1404 sshd[3976]: Failed password for sys from 10.0.2.5 port 60264 ssh2","2025-05-01T19:41:13.000+0300",16,1,41,may,13,thursday,2025,local,,"metasploitable3-ub1404",main,1,3976,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:13 metasploitable3-ub1404 sshd[3978]: Failed password for sys from 10.0.2.5 port 60270 ssh2","2025-05-01T19:41:13.000+0300",16,1,41,may,13,thursday,2025,local,,"metasploitable3-ub1404",main,1,3978,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:13 metasploitable3-ub1404 sshd[3974]: Failed password for sys from 10.0.2.5 port 60244 ssh2","2025-05-01T19:41:13.000+0300",16,1,41,may,13,thursday,2025,local,,"metasploitable3-ub1404",main,1,3974,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:13 metasploitable3-ub1404 sshd[3973]: Failed password for sys from 10.0.2.5 port 60242 ssh2","2025-05-01T19:41:13.000+0300",16,1,41,may,13,thursday,2025,local,,"metasploitable3-ub1404",main,1,3973,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:13 metasploitable3-ub1404 sshd[3971]: Failed password for sys from 10.0.2.5 port 60228 ssh2","2025-05-01T19:41:13.000+0300",16,1,41,may,13,thursday,2025,local,,"metasploitable3-ub1404",main,1,3971,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:13 metasploitable3-ub1404 sshd[3965]: Failed password for sys from 10.0.2.5 port 60200 ssh2","2025-05-01T19:41:13.000+0300",16,1,41,may,13,thursday,2025,local,,"metasploitable3-ub1404",main,1,3965,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:13 metasploitable3-ub1404 sshd[3983]: Failed password for sys from 10.0.2.5 port 45794 ssh2","2025-05-01T19:41:13.000+0300",16,1,41,may,13,thursday,2025,local,,"metasploitable3-ub1404",main,1,3983,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:13 metasploitable3-ub1404 sshd[3969]: Failed password for sys from 10.0.2.5 port 60218 ssh2","2025-05-01T19:41:13.000+0300",16,1,41,may,13,thursday,2025,local,,"metasploitable3-ub1404",main,1,3969,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:13 metasploitable3-ub1404 sshd[3967]: Failed password for sys from 10.0.2.5 port 60212 ssh2","2025-05-01T19:41:13.000+0300",16,1,41,may,13,thursday,2025,local,,"metasploitable3-ub1404",main,1,3967,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:11 metasploitable3-ub1404 sshd[3981]: Failed password for sys from 10.0.2.5 port 45790 ssh2","2025-05-01T19:41:11.000+0300",16,1,41,may,11,thursday,2025,local,,"metasploitable3-ub1404",main,1,3981,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:11 metasploitable3-ub1404 sshd[3976]: Failed password for sys from 10.0.2.5 port 60264 ssh2","2025-05-01T19:41:11.000+0300",16,1,41,may,11,thursday,2025,local,,"metasploitable3-ub1404",main,1,3976,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:11 metasploitable3-ub1404 sshd[3978]: Failed password for sys from 10.0.2.5 port 60270 ssh2","2025-05-01T19:41:11.000+0300",16,1,41,may,11,thursday,2025,local,,"metasploitable3-ub1404",main,1,3978,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:11 metasploitable3-ub1404 sshd[3974]: Failed password for sys from 10.0.2.5 port 60244 ssh2","2025-05-01T19:41:11.000+0300",16,1,41,may,11,thursday,2025,local,,"metasploitable3-ub1404",main,1,3974,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:11 metasploitable3-ub1404 sshd[3973]: Failed password for sys from 10.0.2.5 port 60242 ssh2","2025-05-01T19:41:11.000+0300",16,1,41,may,11,thursday,2025,local,,"metasploitable3-ub1404",main,1,3973,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:11 metasploitable3-ub1404 sshd[3971]: Failed password for sys from 10.0.2.5 port 60228 ssh2","2025-05-01T19:41:11.000+0300",16,1,41,may,11,thursday,2025,local,,"metasploitable3-ub1404",main,1,3971,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:11 metasploitable3-ub1404 sshd[3965]: Failed password for sys from 10.0.2.5 port 60200 ssh2","2025-05-01T19:41:11.000+0300",16,1,41,may,11,thursday,2025,local,,"metasploitable3-ub1404",main,1,3965,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
"May  1 16:41:11 metasploitable3-ub1404 sshd[3983]: Failed password for sys from 10.0.2.5 port 45794 ssh2","2025-05-01T19:41:11.000+0300",16,1,41,may,11,thursday,2025,local,,"metasploitable3-ub1404",main,1,3983,sshd,"___::_-_[]:______...___","/var/log/auth.log","linux_secure",Attacker,,16,0
